word,pyleetspeak,minedLeet,BestMatches,correct
docs,d0cs,['d0cs'],dOcs,yes
partons,p@rt0ns,['p@rt0ns'],pArtOns,yes
ceramate,c3ramat3,['c3ramat3'],cEramatE,yes
anchovy,@nch0vy,['@nch0vy'],AnchOvy,yes
pant,p4nt,['p4nt'],pAnt,yes
treni,tren1,['tren1'],trenT,no
penny,p3nny,['p3nny'],pEnny,yes
pinelands,pin3lands,['pin3lands'],pinElands,yes
magar,m@g4r,['m@g4r'],mAgAr,yes
mittees,m1tt33s,['m1tt33s'],mIttEEs,yes
mogliano,mogl1@no,['mogl1@no'],moglIAno,yes
clearwisdom,cl34rw1sd0m,['cl34rw1sd0m'],clEArwIsdOm,yes
fww,fww,[],,
petmax,p3tm@x,['p3tm@x'],pEtmAx,yes
fedotenko,f3dot3nko,['f3dot3nko'],fEdotEnko,yes
flunks,fl_nks,['fl_nks'],flAnks,no
bullas,b_llas,['b_llas'],balls,no
yogendra,yog3ndr@,['yog3ndr@'],yogEndrA,yes
makower,m4k0w3r,['m4k0w3r'],mAkOwEr,yes
auffray,4_ffr4y,['4_ffr4y'],AAffrAy,no
eneas,3n3@s,['3n3@s'],EnEAs,yes
tommi,t0mm1,['t0mm1'],tOmmY,no
morency,m0r3ncy,['m0r3ncy'],mOrEncy,yes
villoresi,vill0r3si,['vill0r3si'],villOrEsi,yes
disseminators,d1ss3m1n4tors,['d1ss3m1n4tors'],dIssEmInAtors,yes
pictufes,p1ctuf3s,['p1ctuf3s'],pIctufEs,yes
qps,qps,[],,
dace,d@c3,['d@c3'],deck,no
autoregressive,a_t0r3gr3ss1ve,['a_t0r3gr3ss1ve'],aAtOrEgrEssIve,no
cerrito,c3rr1t0,['c3rr1t0'],cErrItO,yes
maxillaria,m4x1llar1@,['m4x1llar1@'],mAxIllarIA,yes
registrer,reg1strer,['reg1strer'],register,no
preis,pr31s,['pr31s'],press,no
wolves,w0lv3s,['w0lv3s'],wOlvEs,yes
hucknall,h_ckn4ll,['h_ckn4ll'],hAcknAll,no
weigela,w31g3l4,['w31g3l4'],wEIgElA,yes
czt,czt,[],,
ipi,ipi,[],,
giornale,g10rn4l3,['g10rn4l3'],gIOrnAlE,yes
defragmentation,defr4gment4t10n,['defr4gment4t10n'],defrAgmentAtIOn,yes
bellin,b3ll1n,['b3ll1n'],bEllIn,yes
toluidine,t0l_1d1n3,['t0l_1d1n3'],tOlAIdInE,no
guaiac,g_414c,['g_414c'],gAAIAc,no
holm,h0lm,['h0lm'],hElm,no
fso,fs0,['fs0'],so,no
retinotopic,r3t1notop1c,['r3t1notop1c'],rEtInotopIc,yes
conservatorium,c0ns3rvat0ri_m,['c0ns3rvat0ri_m'],cOnsErvatOriAm,no
stieltjes,st1eltjes,['st1eltjes'],stIeltjes,yes
cyd,cyd,[],,
ballisodare,ball1s0dar3,['ball1s0dar3'],ballIsOdarE,yes
ohh,0hh,['0hh'],oh,no
coolmax,coolm4x,['coolm4x'],coolmAx,yes
abstinence,@bst1n3nc3,['@bst1n3nc3'],AbstInEncE,yes
laptoptasche,l4pt0pt@sche,['l4pt0pt@sche'],lAptOptAsche,yes
schlosspark,schl0ssp@rk,['schl0ssp@rk'],schlOsspArk,yes
huffman,h_ffman,['h_ffman'],hOffman,no
trashed,tr@sh3d,['tr@sh3d'],trAshEd,yes
tennsco,t3nnsc0,['t3nnsc0'],tEnnscO,yes
museology,m_s30l0gy,['m_s30l0gy'],mAsEOlOgy,no
naselje,n@s3lj3,['n@s3lj3'],nAsEljE,yes
brazilwood,braz1lwood,['braz1lwood'],brazIlwood,yes
iiw,11w,['11w'],saw,no
paetro,p@3tr0,['p@3tr0'],pAEtrO,yes
fowell,fowell,[],,
capodimonte,c4p0d1m0nt3,['c4p0d1m0nt3'],cApOdImOntE,yes
tailings,t@1l1ngs,['t@1l1ngs'],tAIlIngs,yes
exonerate,3x0ner4t3,['3x0ner4t3'],ExOnerAtE,yes
boyens,b0y3ns,['b0y3ns'],bOyEns,yes
photocamel,ph0t0c4mel,['ph0t0c4mel'],phOtOcAmel,yes
loitered,l01t3r3d,['l01t3r3d'],lOItErEd,yes
topoi,t0p01,['t0p01'],tOpOI,yes
teccor,t3cc0r,['t3cc0r'],tEccOr,yes
thrid,thr1d,['thr1d'],throw,no
ginn,g1nn,['g1nn'],gonn,no
catenary,c@ten@ry,['c@ten@ry'],cAtenAry,yes
fhsaa,fhs4@,['fhs4@'],fhsAA,yes
awesome,@w3som3,['@w3som3'],AwEsomE,yes
speleothems,sp3l3othems,['sp3l3othems'],spElEothems,yes
choleric,ch0l3ric,['ch0l3ric'],choleric,yes
tercer,t3rc3r,['t3rc3r'],tErcEr,yes
moneda,mon3da,['mon3da'],monica,no
bextor,b3xt0r,['b3xt0r'],bAxtEr,no
clerkship,cl3rksh1p,['cl3rksh1p'],clErkshIp,yes
albar,4lb4r,['4lb4r'],AlbAr,yes
tempe,t3mp3,['t3mp3'],tempt,no
felicidad,f3licid4d,['f3licid4d'],fElicidAd,yes
cew,c3w,['c3w'],cAw,no
eie,313,[],,
islightweight,1slightw31ght,['1slightw31ght'],IslightwEIght,yes
alldatasheet,4lldat4sh33t,['4lldat4sh33t'],AlldatAshEEt,yes
strathdee,str@thd33,['str@thd33'],strAthdEE,yes
cayw,c@yw,['c@yw'],claw,no
subkime,s_bkim3,['s_bkim3'],sAbkimE,no
rih,r1h,['r1h'],rAh,no
metalloproteinase,m3t@lloprot3in4se,[],,
utterly,_tt3rly,['_tt3rly'],UttErly,yes
morgannwg,morg@nnwg,['morg@nnwg'],morgAnnwg,yes
europen,3_r0p3n,['3_r0p3n'],EArOpEn,no
requester,r3qu3ster,['r3qu3ster'],rEquEster,yes
ludowici,l_dow1c1,['l_dow1c1'],lAdowIcI,no
inputing,inp_ting,['inp_ting'],inviting,no
annah,@nn@h,['@nn@h'],AnnAh,yes
roundnecks,r0_ndnecks,['r0_ndnecks'],rOAndnecks,no
plwh,plwh,[],,
calf,c4lf,['c4lf'],cAlf,yes
groote,gr00t3,['gr00t3'],grOOtE,yes
incli,1ncl1,['1ncl1'],UnclE,no
cnut,cnut,[],,
frst,frst,[],,
metadataprefix,m3t4d4tapr3f1x,['m3t4d4tapr3f1x'],mEtAdAtaprEfIx,yes
skepticality,sk3pt1c@l1ty,['sk3pt1c@l1ty'],skEptIcAlIty,yes
delving,d3lv1ng,['d3lv1ng'],dElvIng,yes
cstring,cstr1ng,['cstr1ng'],strong,no
holdups,h0ldups,['h0ldups'],holdups,yes
budgeted,b_dg3t3d,['b_dg3t3d'],bAdgEtEd,no
scrib,scr1b,['scr1b'],scrUb,no
mazin,mazin,[],,
farrington,f@rr1ngt0n,['f@rr1ngt0n'],fArrIngtOn,yes
hortons,h0rt0ns,['h0rt0ns'],hOrtOns,yes
schemmel,schemmel,[],,
nif,nif,[],,
rigours,r1g0urs,['r1g0urs'],rigours,yes
rpob,rp0b,['rp0b'],rob,no
sahr,s4hr,['s4hr'],sEhr,no
pantani,pantan1,['pantan1'],santana,no
suffices,s_ff1c3s,['s_ff1c3s'],sAffIcEs,no
wwwattcom,www4ttc0m,['www4ttc0m'],wwwAttcOm,yes
sensorium,s3ns0r1_m,['s3ns0r1_m'],sEnsOrIAm,no
aphrodisio,4phr0disi0,['4phr0disi0'],AphrOdisiO,yes
bayji,bayj1,['bayj1'],banjo,no
tdoc,td0c,['td0c'],talc,no
pictre,p1ctr3,['p1ctr3'],pIctrE,yes
bodynut,bodyn_t,['bodyn_t'],bodynAt,no
grupos,gr_p0s,['gr_p0s'],grApEs,no
designa,d3s1gna,['d3s1gna'],dEsIgna,yes
clenbuterol,cl3nb_t3r0l,['cl3nb_t3r0l'],clEnbAtErOl,no
saugerties,s@_g3rt13s,['s@_g3rt13s'],sAAgErtIEs,no
sesame,s3sam3,['s3sam3'],sEsamE,yes
barnette,barn3tt3,['barn3tt3'],barnEttE,yes
esky,3sky,['3sky'],sky,no
parks,p4rks,['p4rks'],pArks,yes
linuxworld,l1nuxw0rld,['l1nuxw0rld'],lInuxwOrld,yes
fieldton,f1eldt0n,['f1eldt0n'],fIeldtOn,yes
sanuk,s4n_k,['s4n_k'],sink,no
ramda,ramda,[],,
kgml,kgml,[],,
tsallis,ts4ll1s,['ts4ll1s'],tsAllIs,yes
eftsu,3fts_,['3fts_'],EftsA,no
stymeist,stym31st,['stym31st'],stymEIst,yes
aptenodytes,@pt3n0dyt3s,['@pt3n0dyt3s'],AptEnOdytEs,yes
zlb,zlb,[],,
newsitem,n3ws1t3m,['n3ws1t3m'],nEwsItEm,yes
purkinje,p_rk1nj3,['p_rk1nj3'],pArkInjE,no
thrones,thr0n3s,['thr0n3s'],thrOnEs,yes
clamor,cl4m0r,['cl4m0r'],clAmOr,yes
marginals,marg1nals,['marg1nals'],marginal,no
hairtell,hairt3ll,['hairt3ll'],hairball,no
woop,w00p,['w00p'],wrap,no
kbhowto,kbh0wt0,['kbh0wt0'],kbhOwtO,yes
ape,@pe,['@pe'],Ape,yes
kwando,kw4ndo,['kw4ndo'],kendo,no
alura,4lur@,['4lur@'],SlurS,no
anglin,anglin,[],,
eire,31r3,['31r3'],EIrE,yes
shf,shf,[],,
magnetohydrodynamics,m4gn3t0hydr0dyn4mics,[],,
nysed,nys3d,['nys3d'],nosed,no
suboxone,s_b0x0n3,['s_b0x0n3'],sAbOxOnE,no
jaquettes,j@q_3tt3s,['j@q_3tt3s'],jAqAEttEs,no
heads,h34ds,['h34ds'],hEAds,yes
frostytech,frostyt3ch,['frostyt3ch'],frostytEch,yes
natsuo,n4ts_0,['n4ts_0'],nAtsAO,no
lauralee,l@ur4l33,['l@ur4l33'],lAurAlEE,yes
cosmochimica,c0sm0ch1m1c@,['c0sm0ch1m1c@'],cOsmOchImIcA,yes
dkc,dkc,[],,
adaptations,@dapt4t10ns,['@dapt4t10ns'],AdaptAtIOns,yes
anastasia,anastas1a,['anastas1a'],anastasIa,yes
mediafocus,m3di4f0c_s,['m3di4f0c_s'],mEdiAfOcAs,no
apaches,4p@ch3s,['4p@ch3s'],ApAchEs,yes
mbsf,mbsf,[],,
fmwifi,fmw1f1,['fmw1f1'],fmwIfI,yes
zitate,z1t4te,['z1t4te'],zItAte,yes
ivana,ivana,[],,
gurps,g_rps,['g_rps'],gasps,no
gotoo,g0t0o,['g0t0o'],gotto,no
calibre,c@l1br3,['c@l1br3'],cAlIbrE,yes
csuf,cs_f,['cs_f'],chef,no
megawatt,meg@w4tt,['meg@w4tt'],megAwAtt,yes
varient,v@ri3nt,['v@ri3nt'],vAriAnt,no
rdas,rd@s,['rd@s'],rides,no
mantak,m@nt@k,['m@nt@k'],mAntAk,yes
kwin,kw1n,['kw1n'],kwAn,no
dusseldorf,d_ss3ld0rf,['d_ss3ld0rf'],dAssEldOrf,no
malnourishment,m@ln0_r1shment,['m@ln0_r1shment'],mAlnOArIshment,no
icac,1c@c,['1c@c'],IcAc,yes
txcn,txcn,[],,
boesel,bo3s3l,['bo3s3l'],boEsEl,yes
hinted,h1nted,['h1nted'],hInted,yes
cspd,cspd,[],,
paraglide,p@r@glid3,['p@r@glid3'],pArAglidE,yes
univeristy,_n1v3r1sty,['_n1v3r1sty'],AnIvErIsty,no
gutin,gut1n,['gut1n'],gutEn,no
sscl,sscl,[],,
pricescope,pr1c3scop3,['pr1c3scop3'],prIcEscopE,yes
buon,b_on,['b_on'],bOon,no
sitepronews,s1tepr0news,['s1tepr0news'],sIteprOnews,yes
radissonhotel,r@diss0nh0t3l,['r@diss0nh0t3l'],rAdissOnhOtEl,yes
ribozymes,r1b0zym3s,['r1b0zym3s'],rIbOzymEs,yes
dvdo,dvd0,['dvd0'],dodo,no
postgresqlimport,p0stgr3sqlimp0rt,[],,
uome,_0m3,['_0m3'],AOmE,no
comx,c0mx,['c0mx'],come,no
afpd,4fpd,['4fpd'],nypd,no
supernaturally,sup3rnaturally,['sup3rnaturally'],supernaturally,yes
spanierman,sp@n13rm4n,['sp@n13rm4n'],spAnIErmAn,yes
supermulti,s_perm_lt1,['s_perm_lt1'],sApermAltI,no
charindex,ch4r1nd3x,['ch4r1nd3x'],chArIndEx,yes
contribute,c0ntr1b_t3,['c0ntr1b_t3'],cOntrIbAtE,no
rossiiskaia,r0ssiiskaia,['r0ssiiskaia'],rOssiiskaia,yes
axp,@xp,['@xp'],axe,no
mosaicing,mos41c1ng,['mos41c1ng'],mosAIcIng,yes
seelie,se3li3,['se3li3'],seEliE,yes
tellicherry,t3ll1ch3rry,['t3ll1ch3rry'],tEllIchErry,yes
herrick,h3rr1ck,['h3rr1ck'],hErrIck,yes
cors,c0rs,['c0rs'],cArs,no
kmworld,kmw0rld,['kmw0rld'],kmwOrld,yes
chicagoan,ch1c4g04n,['ch1c4g04n'],chIcAgOAn,yes
forstner,forstn3r,['forstn3r'],forstnEr,yes
nightowl,n1ght0wl,['n1ght0wl'],nIghtOwl,yes
bactec,b@ct3c,['b@ct3c'],bActEc,yes
relena,r3l3n4,['r3l3n4'],rElEnA,yes
jerez,jerez,[],,
genette,g3n3tte,['g3n3tte'],gEnEtte,yes
steinbeck,st31nb3ck,['st31nb3ck'],stEInbEck,yes
kanemoto,k4n3m0t0,['k4n3m0t0'],kAnEmOtO,yes
ratfor,r@tfor,['r@tfor'],rotor,no
delegating,d3l3gat1ng,['d3l3gat1ng'],dElEgatIng,yes
subdevice,s_bd3v1c3,['s_bd3v1c3'],sAbdEvIcE,no
goffy,g0ffy,['g0ffy'],goofy,no
diegans,di3g4ns,['di3g4ns'],diEgAns,yes
tudalennau,t_d4l3nn4_,['t_d4l3nn4_'],tAdAlEnnAA,no
leonurus,l30n_r_s,['l30n_r_s'],lEOnArAs,no
upsurge,_ps_rge,['_ps_rge'],UpsUrge,yes
imaginat,im@gin@t,['im@gin@t'],imAginAt,yes
tyneside,tyneside,[],,
premarin,prem4r1n,['prem4r1n'],premArIn,yes
anoint,4n0int,['4n0int'],AnOint,yes
mohorovic,m0hor0vic,['m0hor0vic'],mOhorOvic,yes
emmas,3mm4s,['3mm4s'],EmmYs,no
sasson,sass0n,['sass0n'],saison,no
lofted,l0ft3d,['l0ft3d'],lIftEd,no
stauffer,st@_ff3r,['st@_ff3r'],stAAffEr,no
zelienople,zel1en0ple,['zel1en0ple'],zelIenOple,yes
fatcat,fatcat,[],,
dolgin,d0lg1n,['d0lg1n'],dOlgIn,yes
begat,beg4t,['beg4t'],begAt,yes
leinenkugel,l31nenk_g3l,['l31nenk_g3l'],lEInenkAgEl,no
osterley,0st3rl3y,['0st3rl3y'],OstErlEy,yes
xxxtreme,xxxtreme,[],,
environews,3nvir0n3ws,['3nvir0n3ws'],EnvirOnEws,yes
punctual,p_nct_4l,['p_nct_4l'],pAnctAAl,no
slutserotic,sl_ts3rot1c,['sl_ts3rot1c'],slAtsErotIc,no
dictionarg,dictionarg,[],,
caht,c4ht,['c4ht'],cat,no
felin,f3lin,['f3lin'],felon,no
pousadas,p0_s@d4s,['p0_s@d4s'],pOAsAdAs,no
affidavit,@ff1d@v1t,['@ff1d@v1t'],AffIdAvIt,yes
rfc,rfc,[],,
installworld,1nst4llw0rld,['1nst4llw0rld'],InstAllwOrld,yes
quthor,q_th0r,['q_th0r'],qAthOr,no
mazzone,m@zzone,['m@zzone'],mAzzone,yes
borland,b0rl4nd,['b0rl4nd'],bOrlAnd,yes
pute,p_t3,['p_t3'],pAtE,no
sindelfingen,s1ndelf1ngen,['s1ndelf1ngen'],sIndelfIngen,yes
lxr,lxr,[],,
theh,th3h,['th3h'],the,no
fly,fly,[],,
photograpy,ph0t0gr@py,['ph0t0gr@py'],phOtOgrApy,yes
sbs,sbs,[],,
metallo,m3t@ll0,['m3t@ll0'],mEtAllO,yes
passamaquoddy,pass4m@q_0ddy,['pass4m@q_0ddy'],passAmAqAOddy,no
reunite,r3_n1t3,['r3_n1t3'],rEAnItE,no
vizcarra,v1zc@rr@,['v1zc@rr@'],vIzcArrA,yes
perlmagick,perlm@g1ck,['perlm@g1ck'],perlmAgIck,yes
tether,t3th3r,['t3th3r'],tEthEr,yes
kommando,kommando,[],,
folker,f0lk3r,['f0lk3r'],fOlkEr,yes
sealions,s3@li0ns,['s3@li0ns'],sEAliOns,yes
hoyleton,hoyl3ton,['hoyl3ton'],hoylEton,yes
fantasticdecor,f4nt@st1cd3c0r,['f4nt@st1cd3c0r'],fAntAstIcdEcOr,yes
netviewer,netv1ewer,['netv1ewer'],netvIewer,yes
incinerate,incin3r@t3,['incin3r@t3'],incinErAtE,yes
tjorven,tj0rven,['tj0rven'],tjOrven,yes
customnet,cust0mnet,['cust0mnet'],custOmnet,yes
soini,soini,[],,
maoquest,m@0qu3st,['m@0qu3st'],mAOquEst,yes
intrepidity,1ntr3pid1ty,['1ntr3pid1ty'],IntrEpidIty,yes
geographically,g30graph1cally,['g30graph1cally'],gEOgraphIcally,yes
afora,@f0r4,['@f0r4'],AfOrA,yes
adutl,4d_tl,['4d_tl'],AdAtl,no
rappelling,r4pp3ll1ng,['r4pp3ll1ng'],rAppEllIng,yes
wotmaniacs,wotman1acs,['wotman1acs'],wotmanIacs,yes
soffits,s0ff1ts,['s0ff1ts'],sOffIts,yes
jhh,jhh,[],,
ifdim,1fd1m,['1fd1m'],IfdIm,yes
marins,m@rins,['m@rins'],marine,no
balkinization,b@lk1n1z@ti0n,['b@lk1n1z@ti0n'],bAlkInIzAtiOn,yes
ballards,b@ll@rds,['b@ll@rds'],bAllArds,yes
automorphisms,4_t0m0rph1sms,['4_t0m0rph1sms'],AAtOmOrphIsms,no
pivotally,p1v0tally,['p1v0tally'],pIvOtally,yes
jomtien,j0mt13n,['j0mt13n'],jOmtIEn,yes
shires,sh1r3s,['sh1r3s'],shIrEs,yes
chiclayo,ch1clay0,['ch1clay0'],chIclayO,yes
emancipation,3m@nc1p@t10n,['3m@nc1p@t10n'],EmAncIpAtIOn,yes
azimuths,4z1muths,['4z1muths'],AzImuths,yes
kairosnews,k@1r0sn3ws,['k@1r0sn3ws'],kAIrOsnEws,yes
carbonyl,carb0nyl,['carb0nyl'],carbOnyl,yes
durabrite,d_rabr1t3,['d_rabr1t3'],dArabrItE,no
initializecomponent,initializ3c0mp0n3nt,[],,
ardee,@rd33,['@rd33'],ArdEE,yes
trsvel,trsv3l,['trsv3l'],travel,no
mahajan,mah4j@n,['mah4j@n'],mahAjAn,yes
notinuse,n0t1n_se,['n0t1n_se'],nOtInAse,no
barring,b@rr1ng,['b@rr1ng'],bArrIng,yes
implying,1mply1ng,['1mply1ng'],ImplyIng,yes
ispe,1sp3,['1sp3'],AspS,no
gecc,g3cc,['g3cc'],guac,no
eq,3q,['3q'],Iq,no
endocet,3nd0c3t,['3nd0c3t'],EndOcEt,yes
napoca,n@p0c4,['n@p0c4'],nApOcA,yes
spaza,sp4z@,['sp4z@'],spaz,no
hudna,hudna,[],,
bazongas,baz0ngas,['baz0ngas'],bazOngas,yes
weser,weser,[],,
shapeworks,sh@p3works,['sh@p3works'],shApEworks,yes
bonner,b0nn3r,['b0nn3r'],bAnnEr,no
sundrie,s_ndr1e,['s_ndr1e'],sAndrIe,no
eurailpass,3urailpass,['3urailpass'],Eurailpass,yes
ystafell,ystaf3ll,['ystaf3ll'],ystafEll,yes
crits,cr1ts,['cr1ts'],cries,no
permatex,p3rmat3x,['p3rmat3x'],pErmatEx,yes
bharani,bharan1,['bharan1'],bhavani,no
roster,rost3r,['rost3r'],rostEr,yes
kilifi,kilifi,[],,
gabbert,g4bb3rt,['g4bb3rt'],gAbbErt,yes
yit,y1t,['y1t'],yEt,no
graphi,graph1,['graph1'],graphS,no
scuttlebutt,sc_ttl3b_tt,['sc_ttl3b_tt'],scAttlEbAtt,no
duyn,d_yn,['d_yn'],day,no
eyeopener,3yeop3n3r,['3yeop3n3r'],EyeopEnEr,yes
rescuer,r3sc_3r,['r3sc_3r'],rEscAEr,no
fugi,f_g1,['f_g1'],fag,no
taif,t41f,['t41f'],tire,no
microdomains,micr0d0m4ins,['micr0d0m4ins'],micrOdOmAins,yes
segur,s3g_r,['s3g_r'],sUgAr,no
plaudits,pla_d1ts,['pla_d1ts'],plaudits,yes
eupatorium,3_pator1_m,['3_pator1_m'],EApatorIAm,no
slow,sl0w,['sl0w'],slOw,yes
viljandi,v1ljand1,['v1ljand1'],vIljandI,yes
decompilation,d3c0mp1l4t10n,['d3c0mp1l4t10n'],dEcOmpIlAtIOn,yes
rosti,r0sti,['r0sti'],rossi,no
westfalen,w3stf@l3n,['w3stf@l3n'],wEstfAlEn,yes
certaldo,cert4ld0,['cert4ld0'],certAldO,yes
nappa,n4pp@,['n4pp@'],nAppY,no
teach,t34ch,['t34ch'],tEAch,yes
elitr,3l1tr,['3l1tr'],ElItr,yes
yuma,y_m@,['y_m@'],yAmA,no
evolution,3v0l_t10n,['3v0l_t10n'],EvOlAtIOn,no
wallets,w@ll3ts,['w@ll3ts'],wAllEts,yes
ftell,ft3ll,['ft3ll'],fall,no
inflatablemadness,1nfl@t@bl3madn3ss,[],,
assailing,4ss41l1ng,['4ss41l1ng'],AssAIlIng,yes
goolsby,g00lsby,['g00lsby'],gOOlsby,yes
aiden,41d3n,['41d3n'],AIdEn,yes
interocitor,1nt3r0c1t0r,['1nt3r0c1t0r'],IntErOcItOr,yes
palstave,p4lst4v3,['p4lst4v3'],pAlstAvE,yes
americanexpress,4m3r1c@nexpr3ss,['4m3r1c@nexpr3ss'],AmErIcAnexprEss,yes
disjunctions,d1sj_nct10ns,['d1sj_nct10ns'],dIsjAnctIOns,no
ansell,@ns3ll,['@ns3ll'],unsell,no
verdienen,v3rd13nen,['v3rd13nen'],vErdIEnen,yes
mitterand,m1tt3r@nd,['m1tt3r@nd'],mIttErAnd,yes
saluted,sal_t3d,['sal_t3d'],salUtEd,yes
taichi,t41ch1,['t41ch1'],tAIchI,yes
azimuthal,4z1muth4l,['4z1muth4l'],AzImuthAl,yes
tilths,t1lths,['t1lths'],tenths,no
amie,@m1e,['@m1e'],me,no
pagan,pagan,[],,
pounced,p0_nc3d,['p0_nc3d'],pOAncEd,no
pacifc,p@cifc,['p@cifc'],pacific,no
argymhellion,argymh3ll10n,['argymh3ll10n'],argymhEllIOn,yes
odourisers,0d0_r1s3rs,['0d0_r1s3rs'],OdOArIsErs,no
overstock,ov3rstock,['ov3rstock'],ovErstock,yes
apiculture,4p1c_lt_re,['4p1c_lt_re'],ApIcAltAre,no
realm,r3@lm,['r3@lm'],rEAlm,yes
tubo,t_b0,['t_b0'],tabs,no
terrasse,t3rr4ss3,['t3rr4ss3'],tErrAssE,yes
tadao,t4d4o,['t4d4o'],todo,no
autotest,@_t0t3st,['@_t0t3st'],AAtOtEst,no
gamebookers,g@m3book3rs,['g@m3book3rs'],gAmEbookErs,yes
futt,f_tt,['f_tt'],fAtt,no
visayan,v1s4y4n,['v1s4y4n'],vIsAyAn,yes
minyak,m1nyak,['m1nyak'],manak,no
crosswire,cr0sswir3,['cr0sswir3'],crOsswirE,yes
automated,4_t0m@t3d,['4_t0m@t3d'],AAtOmAtEd,no
seqnum,s3qn_m,['s3qn_m'],sEqnAm,no
smoked,sm0k3d,['sm0k3d'],smOkEd,yes
melh,m3lh,['m3lh'],melt,no
enki,3nk1,['3nk1'],asks,no
kmov,km0v,['km0v'],mav,no
automake,4_t0m@k3,['4_t0m@k3'],AAtOmAkE,no
rambert,ramb3rt,['ramb3rt'],lambert,no
petscscalar,petscsc@l@r,['petscsc@l@r'],petscscAlAr,yes
linestyle,l1nestyle,['l1nestyle'],lifestyle,no
negresco,n3gr3sc0,['n3gr3sc0'],nEgrEscO,yes
pssy,pssy,[],,
switchbd,switchbd,[],,
bnw,bnw,[],,
oflc,0flc,['0flc'],talc,no
sername,sern4me,['sern4me'],surname,no
assassinations,4ssass1n4t10ns,['4ssass1n4t10ns'],AssassInAtIOns,yes
gadabout,g4d@b0_t,['g4d@b0_t'],gAdAbOAt,no
interactionist,1nt3r4cti0n1st,['1nt3r4cti0n1st'],IntErActiOnIst,yes
portion,p0rt10n,['p0rt10n'],pOrtIOn,yes
gss,gss,[],,
slps,slps,[],,
terastation,terastati0n,['terastati0n'],terastatiOn,yes
staff,st@ff,['st@ff'],stAff,yes
buchbinder,b_chb1nd3r,['b_chb1nd3r'],bAchbIndEr,no
paintchildren,p41ntch1ldr3n,['p41ntch1ldr3n'],pAIntchIldrEn,yes
esci,3sc1,['3sc1'],sci,no
verbosity,v3rb0sity,['v3rb0sity'],vErbOsity,yes
antennal,4nt3nn4l,['4nt3nn4l'],AntEnnAl,yes
airprt,a1rprt,['a1rprt'],airport,no
anabledd,@n4bl3dd,['@n4bl3dd'],AnAblEdd,yes
airmilesca,@1rm1l3sc@,['@1rm1l3sc@'],AIrmIlEscA,yes
rosenkranz,r0s3nkr@nz,['r0s3nkr@nz'],rOsEnkrAnz,yes
gether,g3th3r,['g3th3r'],gEthEr,yes
trussell,tr_ss3ll,['tr_ss3ll'],trAssEll,no
publish,p_bl1sh,['p_bl1sh'],pUblIsh,yes
icily,1c1ly,['1c1ly'],ScAly,no
cepstrum,cepstr_m,['cepstr_m'],cepstrAm,no
articipation,art1cipat1on,['art1cipat1on'],artIcipatIon,yes
gazer,g4z3r,['g4z3r'],gAzEr,yes
gielgud,gi3lg_d,['gi3lg_d'],giElgAd,no
samaritan,s@m@r1tan,['s@m@r1tan'],sAmArItan,yes
lytics,lyt1cs,['lyt1cs'],lyrics,no
urbantrack,_rbantrack,['_rbantrack'],Arbantrack,no
classist,cl@ss1st,['cl@ss1st'],clAssIst,yes
storues,st0r_3s,['st0r_3s'],stOrAEs,no
schedutils,sch3d_t1ls,['sch3d_t1ls'],schEdAtIls,no
dachshunds,d4chsh_nds,['d4chsh_nds'],dAchshUnds,yes
bwf,bwf,[],,
atheos,ath30s,['ath30s'],athENs,no
ckhh,ckhh,[],,
polluter,p0ll_t3r,['p0ll_t3r'],pOllAtEr,no
apellido,@pell1do,['@pell1do'],ApellIdo,yes
aerotags,@erot4gs,['@erot4gs'],AerotAgs,yes
electromag,electr0mag,['electr0mag'],electrOmag,yes
yfor,yf0r,['yf0r'],far,no
rsu,rs_,['rs_'],rsE,no
bartin,b@rt1n,['b@rt1n'],bArtOn,no
whatman,wh4tm4n,['wh4tm4n'],whItmAn,no
keelty,keelty,[],,
subha,s_bh@,['s_bh@'],sAbhA,no
calarts,c4l4rts,['c4l4rts'],cAlArts,yes
literktica,l1t3rkt1c4,['l1t3rkt1c4'],lItErktIcA,yes
feig,f31g,['f31g'],fear,no
openbook,0p3nbo0k,['0p3nbo0k'],OpEnboOk,yes
energyplus,3n3rgypl_s,['3n3rgypl_s'],EnErgyplAs,no
enfolded,enf0lded,['enf0lded'],enfolded,yes
wuv,w_v,['w_v'],wAv,no
southampton,south4mpton,['south4mpton'],southAmpton,yes
stylized,styl1z3d,['styl1z3d'],stylIzEd,yes
chastise,chast1s3,['chast1s3'],chastise,yes
asains,4s41ns,['4s41ns'],AsAIns,yes
haeir,h431r,['h431r'],hAEIr,yes
pernottato,p3rnott@to,['p3rnott@to'],pErnottAto,yes
huffingtonpost,h_ff1ngt0np0st,['h_ff1ngt0np0st'],hAffIngtOnpOst,no
jianming,ji4nming,['ji4nming'],jinxing,no
lovingston,l0vingst0n,['l0vingst0n'],lOvingstOn,yes
suetonius,s_3ton1_s,['s_3ton1_s'],sAEtonIAs,no
industryweek,1nd_stryw33k,['1nd_stryw33k'],IndAstrywEEk,no
budo,b_d0,['b_d0'],bAdA,no
rovigo,r0v1g0,['r0v1g0'],rOvIgO,yes
softimage,s0ft1m@ge,['s0ft1m@ge'],sOftImAge,yes
gohonzon,gohonzon,[],,
alkalies,4lk@l13s,['4lk@l13s'],AlkAlIEs,yes
